variable,horizon_weeks,model,n_origins,eff_independent_n,mean_crps,delta_vs_VECM_time,improvement_pct,dm_stat,dm_pvalue,hac_lag,boot_lo,boot_hi,significant_5pct
BRENT,1,CTS_equal,85,85.0,0.019347580679176562,-0.00024068989089186555,1.2287449779238901,-0.7792559211960242,0.43801890186141224,0,-0.0008690548559665231,0.0003493421976228481,False
BRENT,1,CTS_macro,85,85.0,0.01943157563288969,-0.00015669493717873243,0.7999426831389843,-0.4770045654662535,0.6345975422984225,0,-0.0007775721590320371,0.0004457397901727814,False
BRENT,1,CTS_time,85,85.0,0.019520422191064018,-6.784837900440974e-05,0.34637248225516054,-0.22016053731105575,0.8262803146584905,0,-0.0006535245049558475,0.0004931938022820753,False
BRENT,1,VECM_macro,85,85.0,0.019528715409578044,-5.955516049038014e-05,0.3040348063262904,-0.9034780755113552,0.3688559258186441,0,-0.00017597552703768537,6.080790851663746e-05,False
BRENT,1,VECM_time,85,85.0,0.01958827057006842,0.0,0.0,,,0,0.0,0.0,False
BRENT,1,VECM_equal,85,85.0,0.01963516500825981,4.6894438191387427e-05,-0.23940060468147975,0.4448635630510115,0.6575625609599618,0,-0.0001593341925937917,0.0002536766605475555,False
BRENT,4,VECM_macro,85,85.0,0.03766616486616667,-0.00025183028407136054,0.6641445125818691,-1.6838284962921453,0.09592766988773538,0,-0.0005255010460323389,2.6874408698785956e-05,False
BRENT,4,VECM_equal,85,85.0,0.037786083347096135,-0.0001319118031418968,0.34788707213880893,-0.5760359767866631,0.5661310506997153,0,-0.0006170851127928199,0.00035313006835257496,False
BRENT,4,VECM_time,85,85.0,0.03791799515023803,0.0,0.0,,,0,0.0,0.0,False
BRENT,4,CTS_equal,85,85.0,0.03794438866034421,2.6393510106190055e-05,-0.06960681861370349,0.029659571577592723,0.9764089107131204,0,-0.001595887866865082,0.0015794681564557096,False
BRENT,4,CTS_macro,85,85.0,0.03795149772145315,3.350257121511569e-05,-0.08835533387873308,0.03710176648408859,0.9704918948125272,0,-0.0015722264727118433,0.00157946799527459,False
BRENT,4,CTS_time,85,85.0,0.038142325816989966,0.00022433066675193512,-0.591620590337369,0.2636824507807928,0.7926704013326891,0,-0.001372542690866842,0.0017002362436700942,False
BRENT,12,VECM_macro,85,28.3,0.060394534371802984,-0.0002921292020619771,0.48137298190133626,-1.1389523634483265,0.25796073040176215,2,-0.0007822514714137972,0.00019052235263275925,False
BRENT,12,VECM_equal,85,28.3,0.06054747871972756,-0.00013918485413740717,0.22934998554989477,-0.26791167084032547,0.7894240883622228,2,-0.0011144230499553346,0.000815137865878826,False
BRENT,12,VECM_time,85,28.3,0.06068666357386493,0.0,0.0,,,2,0.0,0.0,False
BRENT,12,CTS_equal,85,28.3,0.06181043793697112,0.0011237743631061774,-1.8517649462445518,0.36377428834683206,0.7169405576206558,2,-0.004569898453888378,0.006906464819344961,False
BRENT,12,CTS_macro,85,28.3,0.06182720696317484,0.0011405433893098987,-1.8793970901394113,0.38757027104467245,0.6993144009754664,2,-0.00433290898453544,0.006545795451779036,False
BRENT,12,CTS_time,85,28.3,0.0618789727622614,0.0011923091883964503,-1.9646972138207028,0.4031835909288666,0.6878375750459422,2,-0.0042500448638437965,0.006598616104552047,False
BRENT,20,VECM_equal,85,17.0,0.07526292450486004,-0.0001345304461954611,0.1784283650990713,-0.17994180295960954,0.85763163777215,4,-0.0016144557971593803,0.0012303078380600319,False
BRENT,20,VECM_time,85,17.0,0.07539745495105551,0.0,0.0,,,4,0.0,0.0,False
BRENT,20,VECM_macro,85,17.0,0.07546850067039591,7.104571934039679e-05,-0.09422827254118596,0.2230993923666223,0.8239997861611892,4,-0.0005070982630922496,0.0007233599498508445,False
BRENT,20,CTS_time,85,17.0,0.07924477695819555,0.0038473220071400414,-5.102721318163245,0.547742793418493,0.5853210847093036,4,-0.009581587948726543,0.01647084799846325,False
BRENT,20,CTS_macro,85,17.0,0.07933535162404688,0.003937896672991369,-5.222850924540708,0.5532843775932571,0.5815383340278832,4,-0.009706963605186438,0.016683077411043093,False
BRENT,20,CTS_equal,85,17.0,0.07935449938714739,0.003957044436091875,-5.2482466930224705,0.5346601963858647,0.5942972716726178,4,-0.009942564995304293,0.01737495728156206,False
SPREAD,1,CTS_equal,85,85.0,0.010751048240036,-0.00016587262197159818,1.5194084858566346,-1.4568062346489459,0.14889792019528536,0,-0.0004224572681998879,5.8427728018815874e-05,False
SPREAD,1,CTS_time,85,85.0,0.010753911724759986,-0.00016300913724761105,1.49317870220078,-1.771739160815512,0.08006435078568197,0,-0.0003637742743874083,1.4282721990319663e-05,False
SPREAD,1,CTS_macro,85,85.0,0.010769141800277176,-0.00014777906173042257,1.3536698085328571,-1.47422691198176,0.14415851804735547,0,-0.00037684249285170184,5.5048052874340735e-05,False
SPREAD,1,VECM_time,85,85.0,0.010916920862007597,0.0,0.0,,,0,0.0,0.0,False
SPREAD,1,VECM_macro,85,85.0,0.01091705234036445,1.3147835685162527e-07,-0.001204353851372069,0.0037931073493031845,0.9969825392545633,0,-7.156278237372962e-05,6.800422974176551e-05,False
SPREAD,1,VECM_equal,85,85.0,0.010930869174971904,1.3948312964306598e-05,-0.12776783069710668,0.24759504122058842,0.8050519529055,0,-9.708814606460238e-05,0.00013785183515820578,False
SPREAD,4,CTS_time,85,85.0,0.016250793690470205,-0.0005867552143211391,3.4848018416396087,-2.6428632732530115,0.009805274412735487,0,-0.001101033818889947,-0.00012263632195409275,True
SPREAD,4,CTS_equal,85,85.0,0.01625523690338994,-0.0005823120014014063,3.458413125889721,-2.387752447171397,0.01919511456144507,0,-0.0011172654824878282,-0.00010709755555182216,True
SPREAD,4,CTS_macro,85,85.0,0.01626489412681535,-0.0005726547779759986,3.4010578452605924,-2.443695856566171,0.016631044305127407,0,-0.0011047832719396657,-0.00010601288909469183,True
SPREAD,4,VECM_equal,85,85.0,0.016821131784693726,-1.6417120097618007e-05,0.09750302844225375,-0.2217574245581506,0.8250409562701844,0,-0.0001616300486058678,0.00013704231187194258,False
SPREAD,4,VECM_time,85,85.0,0.016837548904791343,0.0,0.0,,,0,0.0,0.0,False
SPREAD,4,VECM_macro,85,85.0,0.016868584992925692,3.1036088134347916e-05,-0.1843266398799707,0.43168534780078677,0.6670761111482739,0,-0.00011754952619392083,0.00017225822801788387,False
SPREAD,12,CTS_time,85,28.3,0.01975885282280884,-0.0008376917760201238,4.067147146943032,-1.7993299996141112,0.07555750517899806,2,-0.001788155691037536,-2.2132347633900542e-05,False
SPREAD,12,CTS_equal,85,28.3,0.019840546380348233,-0.0007559982184807302,3.6705099481769894,-1.5713917110098412,0.11985103351427417,2,-0.0017308793721907043,8.842840690245996e-05,False
SPREAD,12,CTS_macro,85,28.3,0.019842076300996343,-0.0007544682978326172,3.6630819029494566,-1.6020089977258662,0.1129077342260354,2,-0.0016982151627398683,4.87304261440166e-05,False
SPREAD,12,VECM_equal,85,28.3,0.020578668098420818,-1.7876500408148335e-05,0.0867936867874352,-0.20418361686816744,0.838703905194409,2,-0.00018723772220429914,0.00015545939301890246,False
SPREAD,12,VECM_time,85,28.3,0.02059654459882896,0.0,0.0,,,2,0.0,0.0,False
SPREAD,12,VECM_macro,85,28.3,0.020716017469879486,0.00011947287105052534,-0.5800626919591093,1.4832312042807074,0.14175542413741526,2,-3.217151396848155e-05,0.00027479838061610464,False
SPREAD,20,CTS_equal,85,17.0,0.020220439282628743,-0.0007436852268199847,3.547418479053575,-1.316165163959784,0.19169895761920963,4,-0.0018337771429176638,0.0002134920342079674,False
SPREAD,20,CTS_macro,85,17.0,0.02034322403164743,-0.0006209004778012948,2.9617286308400335,-1.0958402907270737,0.27628060323427395,4,-0.0017733842462629792,0.00034652562198995263,False
SPREAD,20,CTS_time,85,17.0,0.020348142363279653,-0.0006159821461690749,2.9382679247656895,-1.1142555445594304,0.2683476212159275,4,-0.0017402827201151469,0.0003569064114733493,False
SPREAD,20,VECM_equal,85,17.0,0.020907910437292728,-5.621407215599684e-05,0.2681441437283135,-0.6792929647723335,0.4988198044732912,4,-0.00019562905074676636,0.0001061987695463885,False
SPREAD,20,VECM_time,85,17.0,0.020964124509448727,0.0,0.0,,,4,0.0,0.0,False
SPREAD,20,VECM_macro,85,17.0,0.020976833515720134,1.2709006271410765e-05,-0.06062264258008282,0.19351432459444898,0.8470233585377764,4,-0.00011619353570120149,0.0001354255206865067,False
WTI,1,CTS_equal,85,85.0,0.01932356122445002,-0.0002775729555094865,1.416106603633592,-1.0953531910134442,0.27649262494448545,0,-0.000724603122962287,0.0001934334640627383,False
WTI,1,CTS_time,85,85.0,0.019455100167476848,-0.00014603401248265897,0.7450283802044876,-0.5751845227654262,0.5667040428315677,0,-0.0005890268200845074,0.0002968151846109835,False
WTI,1,CTS_macro,85,85.0,0.0194722062627303,-0.00012892791722920598,0.6577574340622825,-0.44843709416276933,0.6549923955800447,0,-0.0006324604472077391,0.00040057387140912654,False
WTI,1,VECM_equal,85,85.0,0.019520669642808068,-8.04645371514409e-05,0.41050959813186916,-0.8010454929263447,0.42536532822247985,0,-0.00027883402052763997,0.00010987204869723069,False
WTI,1,VECM_macro,85,85.0,0.01955503263342287,-4.6101546536639274e-05,0.23519836206097477,-0.6113136394211375,0.542642819283286,0,-0.00020385846813421004,0.00010290277026992007,False
WTI,1,VECM_time,85,85.0,0.01960113417995951,0.0,0.0,,,0,0.0,0.0,False
WTI,4,VECM_macro,85,85.0,0.03690343631346979,-0.0002015368724864171,0.5431532627079348,-1.219316952484434,0.22613672914252292,0,-0.0005427881669902648,0.00011803580824626228,False
WTI,4,VECM_time,85,85.0,0.037104973185956215,0.0,0.0,,,0,0.0,0.0,False
WTI,4,VECM_equal,85,85.0,0.0371684501915383,6.347700558209122e-05,-0.17107411791934127,0.24965837703855465,0.8034610649936149,0,-0.0005034950269241152,0.0006635861136254805,False
WTI,4,CTS_macro,85,85.0,0.037183661962731505,7.868877677528699e-05,-0.21207070109155354,0.0940019441479327,0.9253314738525136,0,-0.00138825551321355,0.0015188889443885302,False
WTI,4,CTS_time,85,85.0,0.037338473702997824,0.00023350051704160166,-0.6292970914475304,0.2955006240287217,0.7683406894199747,0,-0.001153425413249007,0.0016288118877981156,False
WTI,4,CTS_equal,85,85.0,0.037392283191638155,0.00028731000568194025,-0.7743167047771465,0.34439367229015877,0.7314109612762008,0,-0.0012168213264282255,0.0018728636738196839,False
WTI,12,VECM_macro,85,28.3,0.06319717282698112,-0.00017978515984239972,0.2836759061231425,-0.6706216432188531,0.5043013081433587,2,-0.0007051679085983802,0.00031496104302139655,False
WTI,12,VECM_equal,85,28.3,0.06324703467887935,-0.00012992330794417328,0.20500085846844537,-0.27183995172824704,0.7864121019965189,2,-0.0010443251111101892,0.0007345254441845908,False
WTI,12,VECM_time,85,28.3,0.06337695798682352,0.0,0.0,,,2,0.0,0.0,False
WTI,12,CTS_macro,85,28.3,0.06442481875436293,0.0010478607675394177,-1.6533781374569314,0.33600101679785616,0.7377079477704469,2,-0.004889460791375319,0.006782763227797701,False
WTI,12,CTS_time,85,28.3,0.06449828728432169,0.001121329297498179,-1.7693012304744902,0.36026087121130196,0.7195563430153915,2,-0.004842064790272888,0.006760523315252665,False
WTI,12,CTS_equal,85,28.3,0.06467065855701754,0.00129370057019402,-2.0412790567558963,0.3959842403428333,0.6931206809183885,2,-0.004936547733349927,0.007497186788264148,False
WTI,20,VECM_equal,85,17.0,0.07917914164637271,-0.00015339930378259513,0.19336239826098056,-0.2126027508368285,0.8321519077054045,4,-0.001561691229644623,0.0011537937655384332,False
WTI,20,VECM_time,85,17.0,0.07933254095015531,0.0,0.0,,,4,0.0,0.0,False
WTI,20,VECM_macro,85,17.0,0.07935448522268862,2.1944272533315e-05,-0.027661124011014507,0.06979609269964238,0.9445218494382859,4,-0.0005749190211480654,0.0006596061661629876,False
WTI,20,CTS_macro,85,17.0,0.08238277498570869,0.0030502340355533807,-3.8448712205875806,0.40196219029323027,0.6887327935942635,4,-0.011527109866330107,0.016600089610821336,False
WTI,20,CTS_time,85,17.0,0.08239512949945912,0.0030625885493038196,-3.8604442926239337,0.4069668005263728,0.6850675230328673,4,-0.011558625933853598,0.016578291302097748,False
WTI,20,CTS_equal,85,17.0,0.08248502633427546,0.0031524853841201446,-3.9737607624352504,0.3980131264884704,0.6916302699136547,4,-0.011793855711438908,0.017457303524782815,False
